compound_id	disease_id	compound_name	disease_name	n_trials
DB01042	DOID:1909	Melphalan	melanoma	15
DB01042	DOID:1964	Melphalan	fallopian tube cancer	1
DB01042	DOID:1993	Melphalan	rectum cancer	1
DB01042	DOID:2174	Melphalan	ocular cancer	9
DB01042	DOID:2355	Melphalan	anemia	10
DB01042	DOID:2377	Melphalan	multiple sclerosis	1
DB01042	DOID:2394	Melphalan	ovarian cancer	5
DB01042	DOID:2531	Melphalan	hematologic cancer	284
DB01042	DOID:263	Melphalan	kidney cancer	6
DB01042	DOID:2994	Melphalan	germ cell cancer	3
DB01042	DOID:2998	Melphalan	testicular cancer	3
DB01042	DOID:3070	Melphalan	malignant glioma	4
DB01042	DOID:3571	Melphalan	liver cancer	9
DB01042	DOID:4045	Melphalan	muscle cancer	3
DB01042	DOID:4159	Melphalan	skin cancer	1
DB01042	DOID:4606	Melphalan	bile duct cancer	1
DB01043	DOID:0050741	Memantine	alcohol dependence	3
DB01043	DOID:0050742	Memantine	nicotine dependence	3
DB01043	DOID:10283	Memantine	prostate cancer	1
DB01043	DOID:10652	Memantine	Alzheimer's disease	32
DB01043	DOID:1094	Memantine	attention deficit hyperactivity disorder	3
DB01043	DOID:12849	Memantine	autistic disorder	10
DB01043	DOID:1319	Memantine	brain cancer	2
DB01043	DOID:14330	Memantine	Parkinson's disease	6
DB01043	DOID:1595	Memantine	endogenous depression	10
DB01043	DOID:1686	Memantine	glaucoma	2
DB01043	DOID:1826	Memantine	epilepsy syndrome	2
DB01043	DOID:2377	Memantine	multiple sclerosis	5
DB01043	DOID:3070	Memantine	malignant glioma	2
DB01043	DOID:3312	Memantine	bipolar disorder	6
DB01043	DOID:332	Memantine	amyotrophic lateral sclerosis	4
DB01043	DOID:5419	Memantine	schizophrenia	8
DB01043	DOID:9074	Memantine	systemic lupus erythematosus	1
DB01045	DOID:0060073	Rifampicin	lymphatic system cancer	3
DB01045	DOID:1024	Rifampicin	leprosy	1
DB01045	DOID:10652	Rifampicin	Alzheimer's disease	4
DB01045	DOID:10763	Rifampicin	hypertension	2
DB01045	DOID:1324	Rifampicin	lung cancer	1
DB01045	DOID:14330	Rifampicin	Parkinson's disease	1
DB01045	DOID:1909	Rifampicin	melanoma	1
DB01045	DOID:2531	Rifampicin	hematologic cancer	5
DB01045	DOID:3393	Rifampicin	coronary artery disease	1
DB01045	DOID:635	Rifampicin	acquired immunodeficiency syndrome	7
DB01045	DOID:7148	Rifampicin	rheumatoid arthritis	1
DB01045	DOID:9352	Rifampicin	type 2 diabetes mellitus	1
DB01047	DOID:1612	Fluocinonide	breast cancer	1
DB01047	DOID:2531	Fluocinonide	hematologic cancer	1
DB01047	DOID:3310	Fluocinonide	atopic dermatitis	3
DB01047	DOID:8893	Fluocinonide	psoriasis	1
DB01048	DOID:1115	Abacavir	sarcoma	1
DB01048	DOID:635	Abacavir	acquired immunodeficiency syndrome	37
DB01048	DOID:8893	Abacavir	psoriasis	1
DB01050	DOID:10652	Ibuprofen	Alzheimer's disease	1
DB01050	DOID:10763	Ibuprofen	hypertension	4
DB01050	DOID:13223	Ibuprofen	uterine fibroid	2
DB01050	DOID:1595	Ibuprofen	endogenous depression	1
DB01050	DOID:1612	Ibuprofen	breast cancer	1
DB01050	DOID:1686	Ibuprofen	glaucoma	1
DB01050	DOID:1826	Ibuprofen	epilepsy syndrome	1
DB01050	DOID:1909	Ibuprofen	melanoma	1
DB01050	DOID:2174	Ibuprofen	ocular cancer	1
DB01050	DOID:2377	Ibuprofen	multiple sclerosis	1
DB01050	DOID:2841	Ibuprofen	asthma	1
DB01050	DOID:3083	Ibuprofen	chronic obstructive pulmonary disease	1
DB01050	DOID:3393	Ibuprofen	coronary artery disease	1
DB01050	DOID:4989	Ibuprofen	pancreatitis	1
DB01050	DOID:585	Ibuprofen	nephrolithiasis	1
DB01050	DOID:6364	Ibuprofen	migraine	2
DB01050	DOID:7148	Ibuprofen	rheumatoid arthritis	3
DB01050	DOID:824	Ibuprofen	periodontitis	2
DB01050	DOID:8398	Ibuprofen	osteoarthritis	18
DB01050	DOID:9744	Ibuprofen	type 1 diabetes mellitus	1
DB01053	DOID:8893	Benzylpenicillin	psoriasis	1
DB01054	DOID:10763	Nitrendipine	hypertension	3
DB01057	DOID:9835	Echothiophate	refractive error	1
DB01058	DOID:12365	Praziquantel	malaria	2
DB01058	DOID:635	Praziquantel	acquired immunodeficiency syndrome	1
DB01060	DOID:10534	Amoxicillin	stomach cancer	1
DB01060	DOID:10976	Amoxicillin	membranous glomerulonephritis	1
DB01060	DOID:11239	Amoxicillin	appendix cancer	1
DB01060	DOID:11934	Amoxicillin	head and neck cancer	1
DB01060	DOID:12365	Amoxicillin	malaria	1
DB01060	DOID:14221	Amoxicillin	metabolic syndrome X	1
DB01060	DOID:14330	Amoxicillin	Parkinson's disease	1
DB01060	DOID:2355	Amoxicillin	anemia	1
DB01060	DOID:2531	Amoxicillin	hematologic cancer	2
DB01060	DOID:3083	Amoxicillin	chronic obstructive pulmonary disease	2
DB01060	DOID:824	Amoxicillin	periodontitis	9
DB01060	DOID:8577	Amoxicillin	ulcerative colitis	1
DB01060	DOID:9970	Amoxicillin	obesity	1
DB01062	DOID:14330	Oxybutynin	Parkinson's disease	2
DB01062	DOID:2377	Oxybutynin	multiple sclerosis	1
DB01064	DOID:1595	Isoprenaline	endogenous depression	1
DB01064	DOID:3393	Isoprenaline	coronary artery disease	1
DB01064	DOID:585	Isoprenaline	nephrolithiasis	2
DB01064	DOID:594	Isoprenaline	panic disorder	1
DB01065	DOID:10652	Melatonin	Alzheimer's disease	2
DB01065	DOID:10763	Melatonin	hypertension	2
DB01065	DOID:10871	Melatonin	age related macular degeneration	1
DB01065	DOID:1094	Melatonin	attention deficit hyperactivity disorder	3
DB01065	DOID:11476	Melatonin	osteoporosis	2
DB01065	DOID:11612	Melatonin	polycystic ovary syndrome	2
DB01065	DOID:11934	Melatonin	head and neck cancer	2
DB01065	DOID:12849	Melatonin	autistic disorder	4
DB01065	DOID:1324	Melatonin	lung cancer	1
DB01065	DOID:14221	Melatonin	metabolic syndrome X	2
DB01065	DOID:14330	Melatonin	Parkinson's disease	1
DB01065	DOID:1595	Melatonin	endogenous depression	4
DB01065	DOID:1612	Melatonin	breast cancer	7
DB01065	DOID:1826	Melatonin	epilepsy syndrome	2
DB01065	DOID:1909	Melatonin	melanoma	1
DB01065	DOID:2377	Melatonin	multiple sclerosis	3
DB01065	DOID:3310	Melatonin	atopic dermatitis	1
DB01065	DOID:3312	Melatonin	bipolar disorder	2
DB01065	DOID:3393	Melatonin	coronary artery disease	3
DB01065	DOID:5419	Melatonin	schizophrenia	2
DB01065	DOID:6364	Melatonin	migraine	3
DB01065	DOID:784	Melatonin	chronic kidney failure	1
DB01065	DOID:8577	Melatonin	ulcerative colitis	1
DB01065	DOID:9206	Melatonin	Barrett's esophagus	1
DB01065	DOID:9352	Melatonin	type 2 diabetes mellitus	1
DB01065	DOID:9744	Melatonin	type 1 diabetes mellitus	1
DB01067	DOID:1936	Glipizide	atherosclerosis	1
DB01067	DOID:3393	Glipizide	coronary artery disease	1
DB01067	DOID:784	Glipizide	chronic kidney failure	1
DB01067	DOID:9352	Glipizide	type 2 diabetes mellitus	19
DB01068	DOID:1826	Clonazepam	epilepsy syndrome	5
DB01068	DOID:5419	Clonazepam	schizophrenia	1
DB01068	DOID:594	Clonazepam	panic disorder	2
DB01069	DOID:0050425	Promethazine	restless legs syndrome	2
DB01069	DOID:0050741	Promethazine	alcohol dependence	1
DB01069	DOID:0060073	Promethazine	lymphatic system cancer	2
DB01069	DOID:10283	Promethazine	prostate cancer	2
DB01069	DOID:11934	Promethazine	head and neck cancer	1
DB01069	DOID:1324	Promethazine	lung cancer	1
DB01069	DOID:1595	Promethazine	endogenous depression	1
DB01069	DOID:2531	Promethazine	hematologic cancer	4
DB01069	DOID:263	Promethazine	kidney cancer	2
DB01069	DOID:3310	Promethazine	atopic dermatitis	1
DB01069	DOID:6364	Promethazine	migraine	6
DB01069	DOID:7148	Promethazine	rheumatoid arthritis	1
DB01069	DOID:8778	Promethazine	Crohn's disease	1
DB01069	DOID:9074	Promethazine	systemic lupus erythematosus	3
DB01075	DOID:0050425	Diphenhydramine	restless legs syndrome	2
DB01075	DOID:0050741	Diphenhydramine	alcohol dependence	1
DB01075	DOID:0060073	Diphenhydramine	lymphatic system cancer	2
DB01075	DOID:10283	Diphenhydramine	prostate cancer	2
DB01075	DOID:11934	Diphenhydramine	head and neck cancer	1
DB01075	DOID:1324	Diphenhydramine	lung cancer	1
DB01075	DOID:1595	Diphenhydramine	endogenous depression	1
DB01075	DOID:2531	Diphenhydramine	hematologic cancer	4
DB01075	DOID:263	Diphenhydramine	kidney cancer	2
DB01075	DOID:3310	Diphenhydramine	atopic dermatitis	1
DB01075	DOID:6364	Diphenhydramine	migraine	6
DB01075	DOID:7148	Diphenhydramine	rheumatoid arthritis	1
DB01075	DOID:8778	Diphenhydramine	Crohn's disease	1
DB01075	DOID:9074	Diphenhydramine	systemic lupus erythematosus	3
DB01077	DOID:10283	Etidronic acid	prostate cancer	2
DB01077	DOID:11476	Etidronic acid	osteoporosis	15
DB01077	DOID:1612	Etidronic acid	breast cancer	3
DB01077	DOID:5041	Etidronic acid	esophageal cancer	1
DB01077	DOID:5408	Etidronic acid	Paget's disease of bone	2
DB01080	DOID:0050741	Vigabatrin	alcohol dependence	1
DB01080	DOID:11119	Vigabatrin	Gilles de la Tourette syndrome	1
DB01080	DOID:1826	Vigabatrin	epilepsy syndrome	6
DB01083	DOID:11612	Orlistat	polycystic ovary syndrome	3
DB01083	DOID:14221	Orlistat	metabolic syndrome X	2
DB01083	DOID:9352	Orlistat	type 2 diabetes mellitus	4
DB01083	DOID:9970	Orlistat	obesity	6
DB01085	DOID:11934	Pilocarpine	head and neck cancer	3
DB01085	DOID:1612	Pilocarpine	breast cancer	1
DB01085	DOID:1686	Pilocarpine	glaucoma	5
DB01085	DOID:9835	Pilocarpine	refractive error	1
DB01087	DOID:12365	Primaquine	malaria	44
DB01088	DOID:0050156	Iloprost	idiopathic pulmonary fibrosis	1
DB01088	DOID:10763	Iloprost	hypertension	44
DB01088	DOID:1324	Iloprost	lung cancer	2
DB01088	DOID:2841	Iloprost	asthma	1
DB01088	DOID:3083	Iloprost	chronic obstructive pulmonary disease	5
DB01088	DOID:418	Iloprost	systemic scleroderma	2
DB01093	DOID:1909	Dimethyl sulfoxide	melanoma	1
DB01093	DOID:2531	Dimethyl sulfoxide	hematologic cancer	1
DB01093	DOID:8398	Dimethyl sulfoxide	osteoarthritis	2
DB01095	DOID:10283	Fluvastatin	prostate cancer	1
DB01095	DOID:10763	Fluvastatin	hypertension	1
DB01095	DOID:14221	Fluvastatin	metabolic syndrome X	4
DB01095	DOID:1612	Fluvastatin	breast cancer	1
DB01095	DOID:1936	Fluvastatin	atherosclerosis	1
DB01095	DOID:3070	Fluvastatin	malignant glioma	1
DB01095	DOID:3393	Fluvastatin	coronary artery disease	3
DB01095	DOID:9352	Fluvastatin	type 2 diabetes mellitus	1
DB01097	DOID:10283	Leflunomide	prostate cancer	1
DB01097	DOID:1319	Leflunomide	brain cancer	1
DB01097	DOID:1909	Leflunomide	melanoma	1
DB01097	DOID:2531	Leflunomide	hematologic cancer	1
DB01097	DOID:3070	Leflunomide	malignant glioma	1
DB01097	DOID:7148	Leflunomide	rheumatoid arthritis	19
DB01097	DOID:9008	Leflunomide	psoriatic arthritis	1
DB01097	DOID:9074	Leflunomide	systemic lupus erythematosus	1
DB01099	DOID:1319	Flucytosine	brain cancer	4
DB01099	DOID:3070	Flucytosine	malignant glioma	4
DB01099	DOID:3571	Flucytosine	liver cancer	1
DB01100	DOID:11119	Pimozide	Gilles de la Tourette syndrome	1
DB01100	DOID:332	Pimozide	amyotrophic lateral sclerosis	1
DB01100	DOID:5419	Pimozide	schizophrenia	2
DB01103	DOID:10283	Quinacrine	prostate cancer	1
DB01103	DOID:11949	Quinacrine	Creutzfeldt-Jakob disease	1
DB01103	DOID:1324	Quinacrine	lung cancer	1
DB01103	DOID:1612	Quinacrine	breast cancer	1
DB01103	DOID:263	Quinacrine	kidney cancer	1
DB01104	DOID:0050741	Sertraline	alcohol dependence	5
DB01104	DOID:10652	Sertraline	Alzheimer's disease	1
DB01104	DOID:10763	Sertraline	hypertension	1
DB01104	DOID:12236	Sertraline	primary biliary cirrhosis	1
DB01104	DOID:12849	Sertraline	autistic disorder	2
DB01104	DOID:14330	Sertraline	Parkinson's disease	1
DB01104	DOID:1595	Sertraline	endogenous depression	80
DB01104	DOID:1612	Sertraline	breast cancer	1
DB01104	DOID:1826	Sertraline	epilepsy syndrome	4
DB01104	DOID:2531	Sertraline	hematologic cancer	1
DB01104	DOID:3312	Sertraline	bipolar disorder	7
DB01104	DOID:3393	Sertraline	coronary artery disease	3
DB01104	DOID:5419	Sertraline	schizophrenia	1
DB01104	DOID:594	Sertraline	panic disorder	8
DB01104	DOID:6364	Sertraline	migraine	1
DB01104	DOID:784	Sertraline	chronic kidney failure	1
DB01105	DOID:11612	Sibutramine	polycystic ovary syndrome	2
DB01105	DOID:9970	Sibutramine	obesity	4
DB01108	DOID:10283	Trilostane	prostate cancer	1
DB01108	DOID:1612	Trilostane	breast cancer	1
DB01110	DOID:2531	Miconazole	hematologic cancer	4
DB01113	DOID:10283	Papaverine	prostate cancer	1
DB01113	DOID:10871	Papaverine	age related macular degeneration	1
DB01113	DOID:1686	Papaverine	glaucoma	1
DB01113	DOID:5419	Papaverine	schizophrenia	1
DB01114	DOID:10283	Chlorphenamine	prostate cancer	1
DB01114	DOID:2377	Chlorphenamine	multiple sclerosis	1
DB01114	DOID:3310	Chlorphenamine	atopic dermatitis	2
DB01115	DOID:10652	Nifedipine	Alzheimer's disease	1
DB01115	DOID:10763	Nifedipine	hypertension	26
DB01115	DOID:3393	Nifedipine	coronary artery disease	1
DB01115	DOID:585	Nifedipine	nephrolithiasis	2
DB01115	DOID:784	Nifedipine	chronic kidney failure	1
DB01116	DOID:10763	Trimethaphan	hypertension	4
DB01116	DOID:14221	Trimethaphan	metabolic syndrome X	1
DB01116	DOID:9970	Trimethaphan	obesity	1
DB01117	DOID:12365	Atovaquone	malaria	7
DB01117	DOID:1324	Atovaquone	lung cancer	1
DB01117	DOID:635	Atovaquone	acquired immunodeficiency syndrome	2
DB01118	DOID:3393	Amiodarone	coronary artery disease	5
DB01119	DOID:11612	Diazoxide	polycystic ovary syndrome	1
DB01119	DOID:1595	Diazoxide	endogenous depression	1
DB01119	DOID:184	Diazoxide	bone cancer	2
DB01119	DOID:9352	Diazoxide	type 2 diabetes mellitus	1
DB01119	DOID:9744	Diazoxide	type 1 diabetes mellitus	2
DB01119	DOID:9970	Diazoxide	obesity	1
DB01120	DOID:11476	Gliclazide	osteoporosis	1
DB01120	DOID:8893	Gliclazide	psoriasis	1
DB01120	DOID:9352	Gliclazide	type 2 diabetes mellitus	21
DB01123	DOID:10534	Proflavine	stomach cancer	1
DB01123	DOID:11934	Proflavine	head and neck cancer	2
DB01123	DOID:363	Proflavine	uterine cancer	1
DB01123	DOID:4362	Proflavine	cervical cancer	3
DB01123	DOID:9206	Proflavine	Barrett's esophagus	4
DB01124	DOID:2531	Tolbutamide	hematologic cancer	1
DB01124	DOID:9352	Tolbutamide	type 2 diabetes mellitus	1
DB01128	DOID:10283	Bicalutamide	prostate cancer	91
DB01128	DOID:11476	Bicalutamide	osteoporosis	1
DB01128	DOID:1612	Bicalutamide	breast cancer	17
DB01128	DOID:1725	Bicalutamide	peritoneum cancer	1
DB01128	DOID:184	Bicalutamide	bone cancer	1
DB01128	DOID:1964	Bicalutamide	fallopian tube cancer	1
DB01128	DOID:8850	Bicalutamide	salivary gland cancer	1
DB01129	DOID:10534	Rabeprazole	stomach cancer	2
DB01129	DOID:1612	Rabeprazole	breast cancer	1
DB01129	DOID:2531	Rabeprazole	hematologic cancer	1
DB01129	DOID:2841	Rabeprazole	asthma	1
DB01129	DOID:7148	Rabeprazole	rheumatoid arthritis	1
DB01131	DOID:12365	Proguanil	malaria	16
DB01131	DOID:2355	Proguanil	anemia	1
DB01132	DOID:0050741	Pioglitazone	alcohol dependence	1
DB01132	DOID:0050742	Pioglitazone	nicotine dependence	1
DB01132	DOID:10283	Pioglitazone	prostate cancer	2
DB01132	DOID:10652	Pioglitazone	Alzheimer's disease	3
DB01132	DOID:10763	Pioglitazone	hypertension	1
DB01132	DOID:11054	Pioglitazone	urinary bladder cancer	2
DB01132	DOID:11612	Pioglitazone	polycystic ovary syndrome	7
DB01132	DOID:11934	Pioglitazone	head and neck cancer	1
DB01132	DOID:1319	Pioglitazone	brain cancer	1
DB01132	DOID:1324	Pioglitazone	lung cancer	3
DB01132	DOID:14221	Pioglitazone	metabolic syndrome X	17
DB01132	DOID:14330	Pioglitazone	Parkinson's disease	1
DB01132	DOID:1595	Pioglitazone	endogenous depression	4
DB01132	DOID:1781	Pioglitazone	thyroid cancer	1
DB01132	DOID:1793	Pioglitazone	pancreatic cancer	2
DB01132	DOID:184	Pioglitazone	bone cancer	1
DB01132	DOID:1909	Pioglitazone	melanoma	1
DB01132	DOID:1936	Pioglitazone	atherosclerosis	5
DB01132	DOID:2531	Pioglitazone	hematologic cancer	3
DB01132	DOID:2841	Pioglitazone	asthma	5
DB01132	DOID:3070	Pioglitazone	malignant glioma	1
DB01132	DOID:3310	Pioglitazone	atopic dermatitis	1
DB01132	DOID:3312	Pioglitazone	bipolar disorder	3
DB01132	DOID:332	Pioglitazone	amyotrophic lateral sclerosis	2
DB01132	DOID:3393	Pioglitazone	coronary artery disease	12
DB01132	DOID:3565	Pioglitazone	meningioma	1
DB01132	DOID:4159	Pioglitazone	skin cancer	1
DB01132	DOID:4989	Pioglitazone	pancreatitis	1
DB01132	DOID:5419	Pioglitazone	schizophrenia	1
DB01132	DOID:5612	Pioglitazone	spinal cancer	1
DB01132	DOID:585	Pioglitazone	nephrolithiasis	1
DB01132	DOID:635	Pioglitazone	acquired immunodeficiency syndrome	2
DB01132	DOID:7148	Pioglitazone	rheumatoid arthritis	4
DB01132	DOID:784	Pioglitazone	chronic kidney failure	3
DB01132	DOID:8893	Pioglitazone	psoriasis	2
DB01132	DOID:9074	Pioglitazone	systemic lupus erythematosus	1
DB01132	DOID:9352	Pioglitazone	type 2 diabetes mellitus	158
DB01132	DOID:9744	Pioglitazone	type 1 diabetes mellitus	2
DB01132	DOID:9970	Pioglitazone	obesity	2
DB01133	DOID:12185	Tiludronate	otosclerosis	1
DB01136	DOID:10652	Carvedilol	Alzheimer's disease	1
DB01136	DOID:10763	Carvedilol	hypertension	27
DB01136	DOID:12930	Carvedilol	dilated cardiomyopathy	3
DB01136	DOID:1612	Carvedilol	breast cancer	2
DB01136	DOID:1826	Carvedilol	epilepsy syndrome	1
DB01136	DOID:2531	Carvedilol	hematologic cancer	1
DB01136	DOID:3083	Carvedilol	chronic obstructive pulmonary disease	2
DB01136	DOID:3393	Carvedilol	coronary artery disease	5
DB01136	DOID:3571	Carvedilol	liver cancer	1
DB01136	DOID:9352	Carvedilol	type 2 diabetes mellitus	4
DB01137	DOID:0060073	Levofloxacin	lymphatic system cancer	1
DB01137	DOID:10283	Levofloxacin	prostate cancer	1
DB01137	DOID:2531	Levofloxacin	hematologic cancer	3
DB01137	DOID:2994	Levofloxacin	germ cell cancer	1
DB01137	DOID:2998	Levofloxacin	testicular cancer	1
DB01137	DOID:3083	Levofloxacin	chronic obstructive pulmonary disease	3
DB01137	DOID:784	Levofloxacin	chronic kidney failure	1
DB01137	DOID:9835	Levofloxacin	refractive error	4
DB01141	DOID:2531	Micafungin	hematologic cancer	3
DB01142	DOID:1115	Doxepin	sarcoma	1
DB01142	DOID:11934	Doxepin	head and neck cancer	1
DB01142	DOID:1324	Doxepin	lung cancer	1
DB01142	DOID:14330	Doxepin	Parkinson's disease	1
DB01142	DOID:1790	Doxepin	malignant mesothelioma	1
DB01142	DOID:3277	Doxepin	thymus cancer	1
DB01143	DOID:0060073	Amifostine	lymphatic system cancer	1
DB01143	DOID:10283	Amifostine	prostate cancer	3
DB01143	DOID:11054	Amifostine	urinary bladder cancer	2
DB01143	DOID:1192	Amifostine	peripheral nervous system neoplasm	2
DB01143	DOID:11934	Amifostine	head and neck cancer	14
DB01143	DOID:1319	Amifostine	brain cancer	1
DB01143	DOID:1324	Amifostine	lung cancer	8
DB01143	DOID:1612	Amifostine	breast cancer	2
DB01143	DOID:1725	Amifostine	peritoneum cancer	2
DB01143	DOID:1790	Amifostine	malignant mesothelioma	1
DB01143	DOID:184	Amifostine	bone cancer	1
DB01143	DOID:1964	Amifostine	fallopian tube cancer	1
DB01143	DOID:2174	Amifostine	ocular cancer	1
DB01143	DOID:2355	Amifostine	anemia	1
DB01143	DOID:2394	Amifostine	ovarian cancer	3
DB01143	DOID:2531	Amifostine	hematologic cancer	15
DB01143	DOID:2994	Amifostine	germ cell cancer	3
DB01143	DOID:2998	Amifostine	testicular cancer	1
DB01143	DOID:3571	Amifostine	liver cancer	2
DB01143	DOID:4362	Amifostine	cervical cancer	3
DB01151	DOID:0050741	Desipramine	alcohol dependence	1
DB01151	DOID:1324	Desipramine	lung cancer	1
DB01151	DOID:1595	Desipramine	endogenous depression	6
DB01151	DOID:2531	Desipramine	hematologic cancer	1
DB01151	DOID:5419	Desipramine	schizophrenia	1
DB01153	DOID:3310	Sertaconazole	atopic dermatitis	1
DB01156	DOID:0050425	Bupropion	restless legs syndrome	1
DB01156	DOID:0050741	Bupropion	alcohol dependence	1
DB01156	DOID:0050742	Bupropion	nicotine dependence	40
DB01156	DOID:10534	Bupropion	stomach cancer	2
DB01156	DOID:10652	Bupropion	Alzheimer's disease	2
DB01156	DOID:1094	Bupropion	attention deficit hyperactivity disorder	5
DB01156	DOID:11054	Bupropion	urinary bladder cancer	2
DB01156	DOID:11934	Bupropion	head and neck cancer	5
DB01156	DOID:1324	Bupropion	lung cancer	2
DB01156	DOID:1595	Bupropion	endogenous depression	46
DB01156	DOID:1612	Bupropion	breast cancer	1
DB01156	DOID:1793	Bupropion	pancreatic cancer	2
DB01156	DOID:3083	Bupropion	chronic obstructive pulmonary disease	1
DB01156	DOID:3312	Bupropion	bipolar disorder	4
DB01156	DOID:3393	Bupropion	coronary artery disease	1
DB01156	DOID:3571	Bupropion	liver cancer	2
DB01156	DOID:4362	Bupropion	cervical cancer	2
DB01156	DOID:5041	Bupropion	esophageal cancer	2
DB01156	DOID:5419	Bupropion	schizophrenia	10
DB01156	DOID:784	Bupropion	chronic kidney failure	1
DB01156	DOID:824	Bupropion	periodontitis	1
DB01156	DOID:8778	Bupropion	Crohn's disease	1
DB01156	DOID:9352	Bupropion	type 2 diabetes mellitus	3
DB01156	DOID:9970	Bupropion	obesity	4
DB01157	DOID:1793	Trimetrexate	pancreatic cancer	1
DB01157	DOID:184	Trimetrexate	bone cancer	2
DB01157	DOID:2531	Trimetrexate	hematologic cancer	1
DB01160	DOID:10871	Dinoprost Tromethamine	age related macular degeneration	1
DB01162	DOID:10763	Terazosin	hypertension	1
DB01162	DOID:9352	Terazosin	type 2 diabetes mellitus	1
DB01165	DOID:0060073	Ofloxacin	lymphatic system cancer	1
DB01165	DOID:10283	Ofloxacin	prostate cancer	1
DB01165	DOID:2531	Ofloxacin	hematologic cancer	3
DB01165	DOID:2994	Ofloxacin	germ cell cancer	1
DB01165	DOID:2998	Ofloxacin	testicular cancer	1
DB01165	DOID:3083	Ofloxacin	chronic obstructive pulmonary disease	3
DB01165	DOID:635	Ofloxacin	acquired immunodeficiency syndrome	1
DB01165	DOID:784	Ofloxacin	chronic kidney failure	1
DB01165	DOID:9835	Ofloxacin	refractive error	4
DB01166	DOID:10652	Cilostazol	Alzheimer's disease	1
DB01166	DOID:14221	Cilostazol	metabolic syndrome X	1
DB01166	DOID:1936	Cilostazol	atherosclerosis	4
DB01166	DOID:3393	Cilostazol	coronary artery disease	16
DB01166	DOID:6364	Cilostazol	migraine	3
DB01166	DOID:9352	Cilostazol	type 2 diabetes mellitus	4
DB01167	DOID:10283	Itraconazole	prostate cancer	4
DB01167	DOID:10652	Itraconazole	Alzheimer's disease	2
DB01167	DOID:1192	Itraconazole	peripheral nervous system neoplasm	1
DB01167	DOID:1319	Itraconazole	brain cancer	1
DB01167	DOID:1324	Itraconazole	lung cancer	4
DB01167	DOID:1612	Itraconazole	breast cancer	1
DB01167	DOID:2174	Itraconazole	ocular cancer	1
DB01167	DOID:2531	Itraconazole	hematologic cancer	3
DB01167	DOID:263	Itraconazole	kidney cancer	1
DB01167	DOID:4159	Itraconazole	skin cancer	5
DB01167	DOID:5041	Itraconazole	esophageal cancer	1
DB01167	DOID:635	Itraconazole	acquired immunodeficiency syndrome	4
DB01168	DOID:0060073	Procarbazine	lymphatic system cancer	6
DB01168	DOID:1319	Procarbazine	brain cancer	2
DB01168	DOID:2355	Procarbazine	anemia	1
DB01168	DOID:2531	Procarbazine	hematologic cancer	41
DB01168	DOID:3070	Procarbazine	malignant glioma	8
DB01169	DOID:0060073	Arsenic trioxide	lymphatic system cancer	2
DB01169	DOID:10283	Arsenic trioxide	prostate cancer	1
DB01169	DOID:11054	Arsenic trioxide	urinary bladder cancer	1
DB01169	DOID:11819	Arsenic trioxide	ureter cancer	1
DB01169	DOID:1192	Arsenic trioxide	peripheral nervous system neoplasm	1
DB01169	DOID:1324	Arsenic trioxide	lung cancer	3
DB01169	DOID:1612	Arsenic trioxide	breast cancer	2
DB01169	DOID:1793	Arsenic trioxide	pancreatic cancer	1
DB01169	DOID:1909	Arsenic trioxide	melanoma	1
DB01169	DOID:2174	Arsenic trioxide	ocular cancer	1
DB01169	DOID:2531	Arsenic trioxide	hematologic cancer	77
DB01169	DOID:263	Arsenic trioxide	kidney cancer	2
DB01169	DOID:2994	Arsenic trioxide	germ cell cancer	2
DB01169	DOID:2998	Arsenic trioxide	testicular cancer	1
DB01169	DOID:3070	Arsenic trioxide	malignant glioma	1
DB01169	DOID:3393	Arsenic trioxide	coronary artery disease	2
DB01169	DOID:3571	Arsenic trioxide	liver cancer	5
DB01169	DOID:4159	Arsenic trioxide	skin cancer	2
DB01169	DOID:4362	Arsenic trioxide	cervical cancer	1
DB01169	DOID:5041	Arsenic trioxide	esophageal cancer	1
DB01169	DOID:9074	Arsenic trioxide	systemic lupus erythematosus	1
DB01173	DOID:8398	Orphenadrine	osteoarthritis	1
DB01174	DOID:1826	Phenobarbital	epilepsy syndrome	7
DB01174	DOID:2531	Phenobarbital	hematologic cancer	1
DB01174	DOID:3070	Phenobarbital	malignant glioma	1
DB01177	DOID:0060073	Idarubicin	lymphatic system cancer	2
DB01177	DOID:1115	Idarubicin	sarcoma	1
DB01177	DOID:2355	Idarubicin	anemia	2
DB01177	DOID:2531	Idarubicin	hematologic cancer	116
DB01177	DOID:3571	Idarubicin	liver cancer	2
DB01177	DOID:4045	Idarubicin	muscle cancer	1
DB01178	DOID:3312	Chlormezanone	bipolar disorder	1
DB01178	DOID:9352	Chlormezanone	type 2 diabetes mellitus	1
DB01179	DOID:1324	Podofilox	lung cancer	1
DB01179	DOID:2531	Podofilox	hematologic cancer	3
DB01181	DOID:0060073	Ifosfamide	lymphatic system cancer	29
DB01181	DOID:11054	Ifosfamide	urinary bladder cancer	4
DB01181	DOID:1115	Ifosfamide	sarcoma	55
DB01181	DOID:11615	Ifosfamide	penile cancer	2
DB01181	DOID:11819	Ifosfamide	ureter cancer	2
DB01181	DOID:1192	Ifosfamide	peripheral nervous system neoplasm	5
DB01181	DOID:11934	Ifosfamide	head and neck cancer	1
DB01181	DOID:12365	Ifosfamide	malaria	1
DB01181	DOID:1319	Ifosfamide	brain cancer	8
